"Start","Stop"
20 Sep 2001 00:00:00.00,27 Sep 2001 00:00:00.00
"Time (UTCG)","Azimuth (deg)","Elevation (deg)","Range (km)"
25 Sep 2001 04:03:51.00,42.885,-24.780,1232.150212
25 Sep 2001 04:04:51.00,62.303,-29.246,969.809478
25 Sep 2001 04:05:51.00,92.729,-31.950,869.724870
25 Sep 2001 04:06:51.00,122.598,-28.935,983.374197
25 Sep 2001 04:07:51.00,141.311,-24.525,1253.664119
25 Sep 2001 04:08:51.00,151.907,-21.752,1602.459640
25 Sep 2001 04:09:51.00,158.290,-20.493,1987.794859
25 Sep 2001 04:10:41.35,161.880,-20.210,2325.223463
25 Sep 2001 05:32:44.46,352.444,-20.210,2357.822413
25 Sep 2001 05:33:44.00,350.382,-20.601,1932.062153
25 Sep 2001 05:34:44.00,347.034,-22.288,1509.697109
25 Sep 2001 05:35:44.00,340.815,-26.587,1104.828865
25 Sep 2001 05:36:44.00,326.139,-36.489,749.851585
25 Sep 2001 05:37:44.00,280.730,-50.404,554.276789
25 Sep 2001 05:38:44.00,224.131,-40.413,675.817702
25 Sep 2001 05:39:44.00,204.716,-28.460,1005.056549
25 Sep 2001 05:40:44.00,197.165,-23.074,1401.744360
25 Sep 2001 05:41:44.00,193.310,-20.880,1821.131527
25 Sep 2001 05:42:44.00,191.004,-20.226,2249.157487
25 Sep 2001 05:42:54.94,190.681,-20.210,2327.650178
25 Sep 2001 07:04:48.07,326.421,-20.210,2358.051463
25 Sep 2001 07:05:48.00,319.188,-20.451,2012.788870
25 Sep 2001 07:06:48.00,308.969,-21.252,1712.969302
25 Sep 2001 07:07:48.00,294.745,-22.425,1488.814440
25 Sep 2001 07:08:48.00,276.598,-23.267,1378.967072
25 Sep 2001 07:09:48.00,257.303,-23.000,1410.886069
25 Sep 2001 07:10:48.00,240.730,-21.894,1575.808741
25 Sep 2001 07:11:48.00,228.381,-20.833,1837.606325
25 Sep 2001 07:12:48.00,219.624,-20.278,2160.341976
25 Sep 2001 07:13:18.35,216.215,-20.209,2338.538223
25 Sep 2001 08:36:46.57,303.264,-20.210,2358.072174
25 Sep 2001 08:37:46.00,293.323,-20.283,2153.597268
25 Sep 2001 08:38:46.00,281.494,-20.432,2025.110872
25 Sep 2001 08:39:46.00,268.613,-20.488,1990.729231
25 Sep 2001 08:40:46.00,255.939,-20.389,2055.314287
25 Sep 2001 08:41:46.00,244.625,-20.245,2209.894166
25 Sep 2001 08:42:25.15,238.260,-20.209,2350.947546
25 Sep 2001 10:07:53.04,290.532,-20.210,2357.207556
25 Sep 2001 10:08:53.00,279.811,-20.230,2240.546322
25 Sep 2001 10:09:53.00,268.301,-20.245,2208.947926
25 Sep 2001 10:10:53.00,256.933,-20.221,2266.233856
25 Sep 2001 10:11:35.47,249.454,-20.210,2357.248200
25 Sep 2001 11:37:02.08,302.059,-20.209,2350.774742
25 Sep 2001 11:38:02.00,292.005,-20.291,2144.715773
25 Sep 2001 11:39:02.00,280.122,-20.445,2016.940182
25 Sep 2001 11:40:02.00,267.186,-20.500,1983.688372
25 Sep 2001 11:41:02.00,254.473,-20.396,2049.752499
25 Sep 2001 11:42:02.00,243.140,-20.247,2205.963688
25 Sep 2001 11:42:43.66,236.394,-20.210,2358.074371
25 Sep 2001 13:06:09.74,324.185,-20.209,2338.321908
25 Sep 2001 13:07:09.00,317.002,-20.478,1996.808734
25 Sep 2001 13:08:09.00,306.713,-21.316,1696.856664
25 Sep 2001 13:09:09.00,292.335,-22.532,1473.223970
25 Sep 2001 13:10:09.00,273.962,-23.387,1365.266111
25 Sep 2001 13:11:09.00,254.488,-23.084,1400.568574
25 Sep 2001 13:12:09.00,237.869,-21.930,1569.381935
25 Sep 2001 13:13:09.00,225.560,-20.841,1834.603648
25 Sep 2001 13:14:09.00,216.861,-20.278,2160.051272
25 Sep 2001 13:14:42.43,213.165,-20.210,2358.049317
25 Sep 2001 14:36:34.74,349.768,-20.210,2327.525374
25 Sep 2001 14:37:34.00,347.778,-20.664,1903.320708
25 Sep 2001 14:38:34.00,344.488,-22.481,1480.590332
25 Sep 2001 14:39:34.00,338.265,-27.084,1075.814513
25 Sep 2001 14:40:34.00,323.071,-37.772,723.287426
25 Sep 2001 14:41:34.00,273.809,-51.983,540.731382
25 Sep 2001 14:42:34.00,217.867,-39.995,682.753197
25 Sep 2001 14:43:34.00,200.112,-28.116,1021.548757
25 Sep 2001 14:44:34.00,193.176,-22.912,1421.918644
25 Sep 2001 14:45:34.00,189.599,-20.818,1842.924443
25 Sep 2001 14:46:34.00,187.438,-20.219,2271.695073
25 Sep 2001 14:46:45.99,187.105,-20.210,2357.816552
25 Sep 2001 16:08:50.43,18.638,-20.210,2325.282820
25 Sep 2001 16:09:50.00,23.136,-20.607,1928.862686
25 Sep 2001 16:10:50.00,30.144,-22.041,1549.988568
25 Sep 2001 16:11:50.00,41.847,-25.013,1213.368455
25 Sep 2001 16:12:50.00,62.254,-29.327,966.385311
25 Sep 2001 16:13:50.00,92.733,-31.379,888.569609
25 Sep 2001 16:14:50.00,121.089,-28.156,1019.600497
25 Sep 2001 16:15:50.00,138.693,-24.047,1297.120504
25 Sep 2001 16:16:50.00,148.801,-21.531,1647.751568
25 Sep 2001 16:17:50.00,154.968,-20.421,2032.781383
25 Sep 2001 16:18:38.57,158.357,-20.210,2357.223227
25 Sep 2001 17:43:48.05,55.778,-20.209,2336.490286
25 Sep 2001 17:44:48.00,65.544,-20.298,2136.546644
25 Sep 2001 17:45:48.00,77.036,-20.456,2009.856714
25 Sep 2001 17:46:48.00,89.568,-20.523,1971.297725
25 Sep 2001 17:47:48.00,101.984,-20.431,2025.945105
25 Sep 2001 17:48:48.00,113.183,-20.273,2166.404926
25 Sep 2001 17:49:42.48,121.813,-20.210,2355.050435
26 Sep 2001 03:11:47.87,38.731,-20.210,2356.523153
26 Sep 2001 03:12:47.00,45.986,-20.416,2035.731583
26 Sep 2001 03:13:47.00,56.106,-21.089,1756.484490
26 Sep 2001 03:14:47.00,69.745,-22.036,1550.776833
26 Sep 2001 03:15:47.00,86.630,-22.688,1451.470420
26 Sep 2001 03:16:47.00,104.430,-22.480,1480.749090
26 Sep 2001 03:17:47.00,120.041,-21.606,1631.721946
26 Sep 2001 03:18:47.00,132.073,-20.734,1874.768886
26 Sep 2001 03:19:47.00,140.871,-20.264,2178.505746
26 Sep 2001 03:20:14.09,144.012,-20.210,2329.084778
26 Sep 2001 04:43:24.88,7.394,-20.210,2357.579614
26 Sep 2001 04:44:24.00,8.674,-20.598,1933.339443
26 Sep 2001 04:45:24.00,10.789,-22.305,1507.088428
26 Sep 2001 04:46:24.00,14.783,-26.778,1093.414009
26 Sep 2001 04:47:24.00,24.788,-38.036,718.130192
26 Sep 2001 04:48:24.00,70.294,-60.438,484.908012
26 Sep 2001 04:49:24.00,148.829,-46.258,596.085236
26 Sep 2001 04:50:24.00,165.599,-30.078,935.882444
26 Sep 2001 04:51:24.00,171.117,-23.624,1339.612243
26 Sep 2001 04:52:24.00,173.800,-21.068,1762.742866
26 Sep 2001 04:53:24.00,175.377,-20.255,2192.721442
26 Sep 2001 04:53:42.38,175.738,-20.210,2324.964657
26 Sep 2001 06:15:24.78,340.112,-20.210,2357.955776
26 Sep 2001 06:16:24.00,335.461,-20.541,1961.670342
26 Sep 2001 06:17:24.00,328.223,-21.861,1581.938632
26 Sep 2001 06:18:24.00,316.287,-24.604,1246.836464
26 Sep 2001 06:19:24.00,295.992,-28.474,1004.398039
26 Sep 2001 06:20:24.00,266.637,-30.191,931.512332
26 Sep 2001 06:21:24.00,239.416,-27.298,1063.918422
26 Sep 2001 06:22:24.00,222.086,-23.604,1341.690939
26 Sep 2001 06:23:24.00,211.914,-21.329,1693.850895
26 Sep 2001 06:24:24.00,205.627,-20.355,2081.774907
26 Sep 2001 06:25:01.22,202.866,-20.209,2332.000089
26 Sep 2001 07:47:28.40,315.180,-20.210,2358.091129
26 Sep 2001 07:48:28.00,306.395,-20.362,2076.164068
26 Sep 2001 07:49:28.00,294.947,-20.781,1856.419350
26 Sep 2001 07:50:28.00,280.953,-21.198,1726.769466
26 Sep 2001 07:51:28.00,265.621,-21.269,1708.471668
26 Sep 2001 07:52:28.00,251.024,-20.929,1804.961277
26 Sep 2001 07:53:28.00,238.738,-20.473,1999.247884
26 Sep 2001 07:54:28.00,229.137,-20.221,2265.502226
26 Sep 2001 07:54:43.82,227.012,-20.209,2344.613265
26 Sep 2001 09:19:13.59,294.935,-20.210,2357.926286
26 Sep 2001 09:20:13.00,284.484,-20.244,2211.612281
26 Sep 2001 09:21:13.00,272.806,-20.288,2147.207289
26 Sep 2001 09:22:13.00,260.912,-20.267,2174.274291
26 Sep 2001 09:23:13.00,249.816,-20.215,2289.431686
26 Sep 2001 09:23:36.16,245.907,-20.210,2354.908249
26 Sep 2001 10:49:22.54,293.385,-20.210,2355.266825
26 Sep 2001 10:50:22.00,282.873,-20.241,2215.668963
26 Sep 2001 10:51:22.00,271.215,-20.279,2158.645780
26 Sep 2001 10:52:22.00,259.423,-20.255,2192.685193
26 Sep 2001 10:53:22.00,248.481,-20.211,2313.630336
26 Sep 2001 10:53:37.62,245.861,-20.210,2357.890691
26 Sep 2001 12:18:14.69,311.729,-20.209,2345.336083
26 Sep 2001 12:19:14.00,302.751,-20.363,2075.130565
26 Sep 2001 12:20:14.00,291.134,-20.750,1868.339668
26 Sep 2001 12:21:14.00,277.169,-21.100,1753.417083
26 Sep 2001 12:22:14.00,262.151,-21.115,1749.184082
26 Sep 2001 12:23:14.00,248.044,-20.781,1856.454477
26 Sep 2001 12:24:14.00,236.225,-20.386,2057.445354
26 Sep 2001 12:25:14.00,226.965,-20.210,2327.223262
26 Sep 2001 12:25:20.20,226.142,-20.210,2358.093034
26 Sep 2001 13:47:52.86,335.690,-20.209,2332.628825
26 Sep 2001 13:48:52.00,330.652,-20.578,1942.766013
26 Sep 2001 13:49:52.00,322.822,-21.913,1572.360135
26 Sep 2001 13:50:52.00,310.085,-24.540,1252.288299
26 Sep 2001 13:51:52.00,289.267,-27.893,1032.677494
26 Sep 2001 13:52:52.00,261.137,-28.908,984.555194
26 Sep 2001 13:53:52.00,236.065,-26.180,1130.275638
26 Sep 2001 13:54:52.00,219.823,-23.003,1410.509929
26 Sep 2001 13:55:52.00,209.986,-21.073,1761.269279
26 Sep 2001 13:56:52.00,203.756,-20.289,2147.065286
26 Sep 2001 13:57:23.58,201.359,-20.210,2357.968529
26 Sep 2001 15:19:05.48,2.640,-20.210,2325.106742
26 Sep 2001 15:20:05.00,3.628,-20.681,1896.057604
26 Sep 2001 15:21:05.00,5.252,-22.571,1467.667850
26 Sep 2001 15:22:05.00,8.379,-27.527,1051.590567
26 Sep 2001 15:23:05.00,16.732,-40.485,674.649311
26 Sep 2001 15:24:05.00,70.025,-67.966,452.605595
26 Sep 2001 15:25:05.00,155.464,-46.211,596.613189
26 Sep 2001 15:26:05.00,167.207,-29.657,952.663273
26 Sep 2001 15:27:05.00,171.020,-23.410,1362.707487
26 Sep 2001 15:28:05.00,172.877,-20.981,1788.732868
26 Sep 2001 15:29:05.00,173.965,-20.239,2220.117318
26 Sep 2001 15:29:24.07,174.221,-20.210,2357.611263
26 Sep 2001 16:52:25.08,33.969,-20.210,2328.479137
26 Sep 2001 16:53:25.00,41.268,-20.480,1995.128023
26 Sep 2001 16:54:25.00,51.478,-21.274,1707.209042
26 Sep 2001 16:55:25.00,65.498,-22.394,1493.471271
26 Sep 2001 16:56:25.00,83.153,-23.176,1389.575370
26 Sep 2001 16:57:25.00,101.842,-22.926,1420.173195
26 Sep 2001 16:58:25.00,118.020,-21.887,1577.196111
26 Sep 2001 16:59:25.00,130.235,-20.861,1827.649591
26 Sep 2001 17:00:25.00,138.999,-20.297,2137.950185
26 Sep 2001 17:01:03.39,143.254,-20.210,2356.625814

