"Start","Stop"
20 Sep 2001 00:00:00.00,27 Sep 2001 00:00:00.00
"Time (UTCG)","Azimuth (deg)","Elevation (deg)","Range (km)"
26 Sep 2001 06:15:25.00,335.743,-20.550,1956.867221
26 Sep 2001 06:16:25.00,328.549,-21.893,1576.109046
26 Sep 2001 06:17:25.00,316.638,-24.690,1239.600092
26 Sep 2001 06:18:25.00,296.246,-28.663,995.613018
26 Sep 2001 06:19:25.00,266.548,-30.435,922.264836
26 Sep 2001 06:20:25.00,239.069,-27.444,1056.035684
26 Sep 2001 06:21:25.00,221.716,-23.662,1335.612113
26 Sep 2001 06:22:25.00,211.591,-21.348,1689.170481
26 Sep 2001 06:23:25.00,205.354,-20.360,2078.075810
26 Sep 2001 06:24:02.68,202.589,-20.209,2331.881735
26 Sep 2001 07:46:28.84,315.435,-20.210,2358.090686
26 Sep 2001 07:47:28.00,306.754,-20.362,2076.525824
26 Sep 2001 07:48:28.00,295.344,-20.787,1854.310721
26 Sep 2001 07:49:28.00,281.350,-21.217,1721.790732
26 Sep 2001 07:50:28.00,265.960,-21.301,1700.702137
26 Sep 2001 07:51:28.00,251.265,-20.960,1795.035066
26 Sep 2001 07:52:28.00,238.883,-20.493,1987.995850
26 Sep 2001 07:53:28.00,229.209,-20.225,2253.589645
26 Sep 2001 07:53:46.14,226.770,-20.209,2344.473879
26 Sep 2001 09:18:14.50,295.095,-20.210,2357.932471
26 Sep 2001 09:19:14.00,284.634,-20.244,2210.322982
26 Sep 2001 09:20:14.00,272.949,-20.291,2144.844102
26 Sep 2001 09:21:14.00,261.036,-20.270,2170.923881
26 Sep 2001 09:22:14.00,249.914,-20.216,2285.294411
26 Sep 2001 09:22:38.56,245.764,-20.210,2354.836354
26 Sep 2001 10:48:24.90,293.257,-20.210,2355.332310
26 Sep 2001 10:49:24.00,282.805,-20.241,2217.327624
26 Sep 2001 10:50:24.00,271.156,-20.277,2160.846557
26 Sep 2001 10:51:24.00,259.379,-20.253,2195.336726
26 Sep 2001 10:52:24.00,248.455,-20.210,2316.595057
26 Sep 2001 10:52:38.61,246.006,-20.210,2357.883189
26 Sep 2001 12:17:17.06,311.489,-20.209,2345.473532
26 Sep 2001 12:18:17.00,302.374,-20.364,2074.232831
26 Sep 2001 12:19:17.00,290.715,-20.745,1870.182720
26 Sep 2001 12:20:17.00,276.751,-21.083,1758.409693
26 Sep 2001 12:21:17.00,261.794,-21.087,1757.213004
26 Sep 2001 12:22:17.00,247.786,-20.754,1866.847757
26 Sep 2001 12:23:17.00,236.063,-20.371,2069.347165
26 Sep 2001 12:24:17.00,226.878,-20.209,2339.941654
26 Sep 2001 12:24:20.65,226.393,-20.210,2358.093312
26 Sep 2001 13:46:54.39,335.414,-20.209,2332.751285
26 Sep 2001 13:47:54.00,330.272,-20.582,1940.829366
26 Sep 2001 13:48:54.00,322.341,-21.915,1572.138576
26 Sep 2001 13:49:54.00,309.480,-24.512,1254.762360
26 Sep 2001 13:50:54.00,288.618,-27.768,1039.023178
26 Sep 2001 13:51:54.00,260.742,-28.683,994.712348
26 Sep 2001 13:52:54.00,236.019,-25.999,1142.176200
26 Sep 2001 13:53:54.00,219.943,-22.908,1422.488074
26 Sep 2001 13:54:54.00,210.154,-21.033,1772.798198
26 Sep 2001 13:55:54.00,203.930,-20.280,2158.085033
26 Sep 2001 13:56:23.98,201.640,-20.210,2357.970892
26 Sep 2001 15:18:05.83,2.331,-20.210,2325.137994
26 Sep 2001 15:19:05.00,3.240,-20.676,1898.351572
26 Sep 2001 15:20:05.00,4.742,-22.558,1469.558283
26 Sep 2001 15:21:05.00,7.633,-27.505,1052.754636
26 Sep 2001 15:22:05.00,15.369,-40.511,674.214508
26 Sep 2001 15:23:05.00,67.622,-69.146,448.680125
26 Sep 2001 15:24:05.00,156.833,-46.691,591.235456
26 Sep 2001 15:25:05.00,167.974,-29.776,947.864427
26 Sep 2001 15:26:05.00,171.543,-23.449,1358.400384
26 Sep 2001 15:27:05.00,173.274,-20.993,1784.766691
26 Sep 2001 15:28:05.00,174.286,-20.241,2216.405738
26 Sep 2001 15:28:24.58,174.529,-20.210,2357.617127
26 Sep 2001 16:51:23.79,33.587,-20.210,2328.368791
26 Sep 2001 16:52:23.00,40.726,-20.477,1996.816637
26 Sep 2001 16:53:23.00,50.841,-21.281,1705.617293
26 Sep 2001 16:54:23.00,64.805,-22.433,1487.605751
26 Sep 2001 16:55:23.00,82.525,-23.267,1378.970502
26 Sep 2001 16:56:23.00,101.421,-23.042,1405.664767
26 Sep 2001 16:57:23.00,117.829,-21.980,1560.513563
26 Sep 2001 16:58:23.00,130.201,-20.913,1810.236812
26 Sep 2001 16:59:23.00,139.052,-20.313,2120.585341
26 Sep 2001 17:00:04.32,143.629,-20.210,2356.644486

