"Start","Stop"
20 Sep 2001 00:00:00.00,27 Sep 2001 00:00:00.00
"Time (UTCG)","Azimuth (deg)","Elevation (deg)","Range (km)"
24 Sep 2001 14:35:32.00,251.868,-46.388,578.091148
24 Sep 2001 14:35:51.87,235.311,-42.000,632.826600
26 Sep 2001 02:36:27.91,294.297,-42.000,632.826597
26 Sep 2001 02:37:06.87,257.996,-44.824,595.948209
26 Sep 2001 02:37:27.71,239.529,-42.000,632.826597
26 Sep 2001 14:27:33.23,335.922,-42.000,632.826597
26 Sep 2001 14:28:33.00,269.104,-62.293,462.759111
26 Sep 2001 14:29:28.68,210.234,-42.000,632.826597

"Time (UTCG)","Azimuth (deg)","Elevation (deg)","Range (km)"
20 Sep 2001 09:44:38.34,336.182,-42.000,651.062709
20 Sep 2001 09:45:38.00,272.842,-63.783,468.818591
20 Sep 2001 09:46:38.00,207.217,-42.346,646.017489
20 Sep 2001 09:46:38.98,206.854,-42.000,651.062710
21 Sep 2001 08:55:37.15,53.054,-42.000,651.062710
21 Sep 2001 08:56:37.00,110.532,-47.056,587.152428
21 Sep 2001 08:57:00.84,130.155,-42.000,651.062715
21 Sep 2001 19:30:43.67,358.047,-42.000,651.062711
21 Sep 2001 19:31:43.00,354.902,-82.569,420.987398
21 Sep 2001 19:32:43.00,178.951,-48.424,572.925375
21 Sep 2001 19:32:57.34,178.842,-42.000,651.062714
22 Sep 2001 09:37:53.54,346.030,-42.000,651.062713
22 Sep 2001 09:38:53.00,286.843,-72.239,439.584499
22 Sep 2001 09:39:53.00,199.471,-45.752,601.817672
22 Sep 2001 09:40:02.22,197.037,-42.000,651.062714
23 Sep 2001 08:49:15.36,73.610,-42.000,651.062711
23 Sep 2001 08:49:42.70,97.473,-43.179,634.334018
23 Sep 2001 08:49:56.91,109.611,-42.000,651.062714
23 Sep 2001 19:24:03.46,348.669,-42.000,651.062714
23 Sep 2001 19:25:03.00,297.418,-77.321,428.359479
23 Sep 2001 19:26:03.00,190.391,-47.202,585.586693
23 Sep 2001 19:26:15.10,188.246,-42.000,651.062711
24 Sep 2001 09:31:10.39,355.515,-42.000,651.062712
24 Sep 2001 09:32:10.00,315.769,-80.356,423.601023
24 Sep 2001 09:33:10.00,189.067,-47.837,578.890553
24 Sep 2001 09:33:23.26,187.580,-42.000,651.062710
24 Sep 2001 20:07:17.78,60.464,-42.000,651.062710
24 Sep 2001 20:08:17.00,113.447,-42.654,641.627711
24 Sep 2001 20:08:20.72,116.320,-42.000,651.062710
25 Sep 2001 19:17:25.36,339.107,-42.000,651.062709
25 Sep 2001 19:18:25.00,277.048,-68.844,449.588858
25 Sep 2001 19:19:25.00,199.808,-44.445,617.687704
25 Sep 2001 19:19:31.32,197.838,-42.000,651.062709
26 Sep 2001 09:24:28.75,4.918,-42.000,651.062709
26 Sep 2001 09:25:28.00,29.108,-81.656,421.979779
26 Sep 2001 09:26:28.00,177.299,-48.353,573.634592
26 Sep 2001 09:26:42.23,178.204,-42.000,651.062710
26 Sep 2001 20:00:19.57,44.027,-42.000,651.062710
26 Sep 2001 20:01:19.00,103.011,-50.088,557.043817
26 Sep 2001 20:01:53.43,132.771,-42.000,651.062713

"Time (UTCG)","Azimuth (deg)","Elevation (deg)","Range (km)"
20 Sep 2001 07:20:50.89,326.430,-42.000,657.292611
20 Sep 2001 07:21:50.00,265.906,-57.870,503.838852
20 Sep 2001 07:22:44.30,212.814,-42.000,657.292609
20 Sep 2001 08:52:46.17,353.670,-42.000,657.292610
20 Sep 2001 08:53:46.00,315.551,-79.992,427.968179
20 Sep 2001 08:54:46.00,187.528,-48.401,578.535013
20 Sep 2001 08:55:00.56,185.863,-42.000,657.292613
20 Sep 2001 10:24:43.35,5.707,-42.000,657.292609
20 Sep 2001 10:25:43.00,41.946,-80.136,427.766129
20 Sep 2001 10:26:43.00,172.593,-48.477,577.766231
20 Sep 2001 10:26:57.69,174.187,-42.000,657.292613
20 Sep 2001 11:56:38.25,2.448,-42.000,657.292608
20 Sep 2001 11:57:38.00,19.551,-81.987,425.451173
20 Sep 2001 11:58:38.00,177.153,-48.776,574.780531
20 Sep 2001 11:58:53.20,177.824,-42.000,657.292611
20 Sep 2001 13:28:40.95,344.222,-42.000,657.292609
20 Sep 2001 13:29:40.00,287.920,-71.432,445.811593
20 Sep 2001 13:30:40.00,199.416,-46.435,599.600938
20 Sep 2001 13:30:50.94,196.385,-42.000,657.292611
20 Sep 2001 15:01:16.92,307.052,-42.000,657.292609
20 Sep 2001 15:02:16.00,251.591,-46.373,600.299340
20 Sep 2001 15:02:37.93,233.797,-42.000,657.292608
21 Sep 2001 06:31:43.18,300.449,-42.000,657.292609
21 Sep 2001 06:32:43.00,246.385,-43.805,631.893178
21 Sep 2001 06:32:52.90,238.686,-42.000,657.292611
21 Sep 2001 08:03:26.65,341.178,-42.000,657.292608
21 Sep 2001 08:04:26.00,282.315,-69.415,451.855491
21 Sep 2001 08:05:26.00,200.938,-45.516,610.304138
21 Sep 2001 08:05:34.97,198.188,-42.000,657.292608
21 Sep 2001 09:35:24.29,1.084,-42.000,657.292608
21 Sep 2001 09:36:24.00,10.409,-82.222,425.193191
21 Sep 2001 09:37:24.00,178.249,-48.850,574.051984
21 Sep 2001 09:37:39.33,178.611,-42.000,657.292609
21 Sep 2001 11:07:20.06,6.126,-42.000,657.292609
21 Sep 2001 11:08:20.00,44.892,-80.109,427.804384
21 Sep 2001 11:09:20.00,172.314,-48.287,579.693210
21 Sep 2001 11:09:34.32,173.945,-42.000,657.292608
21 Sep 2001 12:39:16.51,355.811,-42.000,657.292609
21 Sep 2001 12:40:16.00,326.861,-80.800,426.878479
21 Sep 2001 12:41:16.00,185.904,-48.774,574.800001
21 Sep 2001 12:41:31.25,184.625,-42.000,657.292608
21 Sep 2001 14:11:29.91,330.432,-42.000,657.292608
21 Sep 2001 14:12:29.00,269.714,-60.204,490.547305
21 Sep 2001 14:13:27.32,210.302,-42.000,657.292609
22 Sep 2001 07:14:09.97,323.652,-42.000,657.292610
22 Sep 2001 07:15:09.00,263.635,-55.998,515.748113
22 Sep 2001 07:15:59.69,215.576,-42.000,657.292613
22 Sep 2001 08:46:04.47,352.219,-42.000,657.292612
22 Sep 2001 08:47:04.00,309.924,-78.754,429.825987
22 Sep 2001 08:48:04.00,189.329,-48.329,579.262222
22 Sep 2001 08:48:18.48,187.291,-42.000,657.292609
22 Sep 2001 10:18:01.83,5.335,-42.000,657.292613
22 Sep 2001 10:19:01.00,38.238,-80.015,427.934941
22 Sep 2001 10:20:01.00,172.963,-48.768,574.856224
22 Sep 2001 10:20:16.25,174.532,-42.000,657.292609
22 Sep 2001 11:49:56.72,3.206,-42.000,657.292612
22 Sep 2001 11:50:56.00,24.133,-81.284,426.272108
22 Sep 2001 11:51:56.00,176.116,-48.964,572.927723
22 Sep 2001 11:52:11.58,177.039,-42.000,657.292610
22 Sep 2001 13:21:58.22,346.055,-42.000,657.292613
22 Sep 2001 13:22:58.00,289.461,-73.239,441.029214
22 Sep 2001 13:23:58.00,197.342,-46.662,597.040853
22 Sep 2001 13:24:09.33,194.531,-42.000,657.292611
22 Sep 2001 14:54:30.04,311.068,-42.000,657.292608
22 Sep 2001 14:55:30.00,253.403,-48.159,580.997723
22 Sep 2001 14:55:58.46,229.768,-42.000,657.292613
23 Sep 2001 06:25:05.56,294.932,-42.000,657.292612
23 Sep 2001 06:25:43.82,261.086,-44.382,624.360101
23 Sep 2001 06:26:03.78,244.191,-42.000,657.292612
23 Sep 2001 07:56:45.13,339.127,-42.000,657.292610
23 Sep 2001 07:57:45.00,278.064,-67.743,457.467878
23 Sep 2001 07:58:45.00,202.468,-44.608,621.482317
23 Sep 2001 07:58:51.87,200.218,-42.000,657.292611
23 Sep 2001 09:28:42.63,0.120,-42.000,657.292609
23 Sep 2001 09:29:42.00,2.203,-81.999,425.438172
23 Sep 2001 09:30:42.00,179.461,-49.048,572.111299
23 Sep 2001 09:30:57.71,179.548,-42.000,657.292613
23 Sep 2001 11:00:38.63,6.282,-42.000,657.292608
23 Sep 2001 11:01:38.00,43.593,-79.608,428.520319
23 Sep 2001 11:02:38.00,172.006,-48.544,577.094786
23 Sep 2001 11:02:52.84,173.761,-42.000,657.292611
23 Sep 2001 12:32:34.63,357.064,-42.000,657.292608
23 Sep 2001 12:33:34.00,335.632,-81.317,426.231297
23 Sep 2001 12:34:34.00,184.282,-48.943,573.134788
23 Sep 2001 12:34:49.55,183.347,-42.000,657.292611
23 Sep 2001 14:04:45.94,332.887,-42.000,657.292610
23 Sep 2001 14:05:45.00,272.239,-62.057,481.108065
23 Sep 2001 14:06:45.00,208.268,-42.382,651.673571
23 Sep 2001 14:06:46.11,207.828,-42.000,657.292610
24 Sep 2001 07:07:29.23,320.709,-42.000,657.292608
24 Sep 2001 07:08:29.00,260.260,-54.051,529.470272
24 Sep 2001 07:09:14.76,218.502,-42.000,657.292610
24 Sep 2001 08:39:22.78,350.690,-42.000,657.292608
24 Sep 2001 08:40:22.00,305.075,-77.409,432.111010
24 Sep 2001 08:41:22.00,191.197,-48.199,580.594226
24 Sep 2001 08:41:36.29,188.795,-42.000,657.292608
24 Sep 2001 10:11:20.28,4.880,-42.000,657.292609
24 Sep 2001 10:12:20.00,37.625,-80.691,427.020094
24 Sep 2001 10:13:20.00,173.571,-48.550,577.039423
24 Sep 2001 10:13:34.81,174.959,-42.000,657.292609
24 Sep 2001 11:43:15.22,3.884,-42.000,657.292610
24 Sep 2001 11:44:15.00,30.425,-81.398,426.133375
24 Sep 2001 11:45:15.00,175.261,-48.648,576.057563
24 Sep 2001 11:45:29.97,176.334,-42.000,657.292608
24 Sep 2001 13:15:15.65,347.804,-42.000,657.292609
24 Sep 2001 13:16:15.00,294.834,-74.631,437.733158
24 Sep 2001 13:17:15.00,195.595,-47.338,589.626688
24 Sep 2001 13:17:27.69,192.758,-42.000,657.292608
24 Sep 2001 14:47:43.77,314.719,-42.000,657.292609
24 Sep 2001 14:48:43.00,256.699,-50.159,561.597752
24 Sep 2001 14:49:18.55,226.102,-42.000,657.292609
25 Sep 2001 06:18:29.88,287.848,-42.000,657.292608
25 Sep 2001 06:18:57.44,264.039,-43.237,639.569163
25 Sep 2001 06:19:12.55,251.264,-42.000,657.292610
25 Sep 2001 07:50:03.67,336.983,-42.000,657.292612
25 Sep 2001 07:51:03.00,276.500,-65.890,464.359995
25 Sep 2001 07:52:03.00,204.309,-44.062,628.502505
25 Sep 2001 07:52:08.58,202.342,-42.000,657.292611
25 Sep 2001 09:22:00.96,359.079,-42.000,657.292613
25 Sep 2001 09:23:00.00,353.958,-81.649,425.836846
25 Sep 2001 09:24:00.00,180.794,-49.216,570.473229
25 Sep 2001 09:24:16.04,180.564,-42.000,657.292609
25 Sep 2001 10:53:57.18,6.356,-42.000,657.292613
25 Sep 2001 10:54:57.00,45.713,-79.848,428.172249
25 Sep 2001 10:55:57.00,171.952,-48.308,579.482839
25 Sep 2001 10:56:11.37,173.660,-42.000,657.292610
25 Sep 2001 12:25:52.82,358.240,-42.000,657.292611
25 Sep 2001 12:26:52.00,344.780,-81.552,425.949989
25 Sep 2001 12:27:52.00,182.741,-49.111,571.496392
25 Sep 2001 12:28:07.85,182.145,-42.000,657.292611
25 Sep 2001 13:58:02.21,335.226,-42.000,657.292613
25 Sep 2001 13:59:02.00,273.353,-63.929,472.489442
25 Sep 2001 14:00:02.00,206.517,-42.997,642.908241
25 Sep 2001 14:00:04.81,205.470,-42.000,657.292612
26 Sep 2001 07:00:48.70,317.576,-42.000,657.292610
26 Sep 2001 07:01:48.00,258.478,-52.210,543.822410
26 Sep 2001 07:02:29.46,221.620,-42.000,657.292608
26 Sep 2001 08:32:41.09,349.084,-42.000,657.292609
26 Sep 2001 08:33:41.00,297.380,-76.423,433.964938
26 Sep 2001 08:34:41.00,192.878,-47.525,587.625224
26 Sep 2001 08:34:53.98,190.379,-42.000,657.292612
26 Sep 2001 10:04:38.72,4.344,-42.000,657.292609
26 Sep 2001 10:05:38.00,32.911,-80.648,427.076340
26 Sep 2001 10:06:38.00,174.167,-48.834,574.212305
26 Sep 2001 10:06:53.35,175.468,-42.000,657.292612
26 Sep 2001 11:36:33.75,4.481,-42.000,657.292608
26 Sep 2001 11:37:33.00,32.696,-80.654,427.067663
26 Sep 2001 11:38:33.00,174.419,-48.853,574.022865
26 Sep 2001 11:38:48.39,175.709,-42.000,657.292610
26 Sep 2001 13:08:33.20,349.473,-42.000,657.292608
26 Sep 2001 13:09:33.00,297.869,-76.248,434.308622
26 Sep 2001 13:10:33.00,193.611,-47.543,587.433624
26 Sep 2001 13:10:46.03,191.067,-42.000,657.292610
26 Sep 2001 14:40:58.01,318.085,-42.000,657.292613
26 Sep 2001 14:41:58.00,258.229,-51.957,545.906101
26 Sep 2001 14:42:38.31,222.721,-42.000,657.292608

"Time (UTCG)","Azimuth (deg)","Elevation (deg)","Range (km)"
20 Sep 2001 15:38:10.89,359.262,-42.000,642.132972
20 Sep 2001 15:39:10.00,13.671,-83.011,415.045494
20 Sep 2001 15:40:10.00,175.507,-47.596,573.561800
20 Sep 2001 15:40:22.50,175.899,-42.000,642.132970
21 Sep 2001 04:21:38.75,48.454,-42.000,642.132970
21 Sep 2001 04:22:38.00,108.156,-49.782,552.334366
21 Sep 2001 04:23:10.51,136.436,-42.000,642.132972
22 Sep 2001 05:04:30.27,296.558,-42.000,642.132970
22 Sep 2001 05:05:05.91,264.104,-44.149,613.008360
22 Sep 2001 05:05:24.13,248.174,-42.000,642.132970
22 Sep 2001 15:31:31.83,344.392,-42.000,642.132970
22 Sep 2001 15:32:31.00,285.581,-74.485,428.402382
22 Sep 2001 15:33:31.00,192.835,-45.730,593.904982
22 Sep 2001 15:33:39.92,190.795,-42.000,642.132970
23 Sep 2001 04:15:29.56,81.167,-42.000,642.132970
23 Sep 2001 04:15:46.27,95.769,-42.467,635.459310
23 Sep 2001 04:15:55.46,103.738,-42.000,642.132974
24 Sep 2001 04:57:27.90,321.170,-42.000,642.132970
24 Sep 2001 04:58:27.00,259.809,-52.507,529.242579
24 Sep 2001 04:59:06.79,223.594,-42.000,642.132973
24 Sep 2001 15:24:57.91,328.618,-42.000,642.132975
24 Sep 2001 15:25:57.00,264.759,-60.896,476.084511
24 Sep 2001 15:26:52.92,206.596,-42.000,642.132973
26 Sep 2001 04:50:36.97,338.588,-42.000,642.132970
26 Sep 2001 04:51:36.00,274.841,-65.062,457.322214
26 Sep 2001 04:52:36.00,206.667,-42.472,635.395006
26 Sep 2001 04:52:37.29,206.207,-42.000,642.132970
26 Sep 2001 15:18:31.05,309.957,-42.000,642.132970
26 Sep 2001 15:19:31.00,249.724,-48.740,562.123665
26 Sep 2001 15:19:59.57,225.288,-42.000,642.132975

"Time (UTCG)","Azimuth (deg)","Elevation (deg)","Range (km)"
20 Sep 2001 00:20:30.65,354.039,-42.000,656.928087
20 Sep 2001 00:21:30.00,319.583,-80.059,427.647965
20 Sep 2001 00:22:30.00,186.785,-48.620,576.023637
20 Sep 2001 00:22:44.96,185.203,-42.000,656.928088
20 Sep 2001 01:52:44.83,33.717,-42.000,656.928088
20 Sep 2001 01:53:44.00,94.259,-57.135,508.099602
20 Sep 2001 01:54:36.79,145.215,-42.000,656.928087
20 Sep 2001 17:24:07.08,42.746,-42.000,656.928090
20 Sep 2001 17:25:07.00,102.594,-52.033,544.986599
20 Sep 2001 17:25:47.50,138.354,-42.000,656.928089
20 Sep 2001 18:55:55.30,359.347,-42.000,656.928091
20 Sep 2001 18:56:55.00,351.304,-82.283,424.903041
20 Sep 2001 18:57:55.00,181.772,-48.820,574.031874
20 Sep 2001 18:58:10.26,181.463,-42.000,656.928089
20 Sep 2001 20:27:53.37,333.158,-42.000,656.928090
20 Sep 2001 20:28:53.00,270.920,-62.405,479.185733
20 Sep 2001 20:29:53.00,207.394,-42.138,654.882226
20 Sep 2001 20:29:53.40,207.239,-42.000,656.928090
20 Sep 2001 21:59:41.37,325.220,-42.000,656.928088
20 Sep 2001 22:00:41.00,263.593,-56.749,510.555819
20 Sep 2001 22:01:32.07,214.703,-42.000,656.928087
20 Sep 2001 23:31:18.25,339.446,-42.000,656.928088
20 Sep 2001 23:32:18.00,278.198,-67.980,456.395682
20 Sep 2001 23:33:18.00,202.187,-44.557,621.786428
20 Sep 2001 23:33:24.70,200.014,-42.000,656.928087
21 Sep 2001 01:03:09.69,9.964,-42.000,656.928090
21 Sep 2001 01:04:09.00,59.251,-76.363,433.851469
21 Sep 2001 01:05:09.00,166.525,-47.824,584.149483
21 Sep 2001 01:05:22.58,169.116,-42.000,656.928087
21 Sep 2001 02:36:03.07,68.118,-42.000,656.928091
21 Sep 2001 02:36:35.90,96.769,-43.642,633.721628
21 Sep 2001 02:36:52.41,110.722,-42.000,656.928090
21 Sep 2001 18:06:37.26,19.537,-42.000,656.928087
21 Sep 2001 18:07:37.00,79.756,-69.023,452.881286
21 Sep 2001 18:08:37.00,158.929,-45.143,614.490498
21 Sep 2001 18:08:45.10,161.448,-42.000,656.928088
21 Sep 2001 19:38:33.78,345.405,-42.000,656.928087
21 Sep 2001 19:39:33.00,289.215,-72.540,442.575453
21 Sep 2001 19:40:33.00,198.102,-46.551,597.961917
21 Sep 2001 19:40:44.09,195.226,-42.000,656.928088
21 Sep 2001 21:10:28.88,326.709,-42.000,656.928087
21 Sep 2001 21:11:28.00,265.659,-57.720,504.476437
21 Sep 2001 21:12:21.38,213.471,-42.000,656.928087
21 Sep 2001 22:42:09.98,329.345,-42.000,656.928089
21 Sep 2001 22:43:09.00,268.214,-59.779,492.579383
21 Sep 2001 22:44:06.07,210.357,-42.000,656.928090
22 Sep 2001 00:13:49.55,351.814,-42.000,656.928090
22 Sep 2001 00:14:49.00,308.447,-78.560,429.910845
22 Sep 2001 00:15:49.00,189.527,-48.204,580.222401
22 Sep 2001 00:16:03.21,187.456,-42.000,656.928091
22 Sep 2001 01:45:59.81,29.977,-42.000,656.928092
22 Sep 2001 01:46:59.00,90.920,-59.785,492.548534
22 Sep 2001 01:47:56.47,148.971,-42.000,656.928091
22 Sep 2001 17:17:27.91,47.392,-42.000,656.928087
22 Sep 2001 17:18:27.00,104.964,-49.565,566.829091
22 Sep 2001 17:19:00.69,133.723,-42.000,656.928092
22 Sep 2001 18:49:13.64,1.821,-42.000,656.928089
22 Sep 2001 18:50:13.00,11.892,-81.886,425.339325
22 Sep 2001 18:51:13.00,178.595,-48.998,572.282220
22 Sep 2001 18:51:28.61,179.016,-42.000,656.928087
22 Sep 2001 20:21:11.84,334.553,-42.000,656.928089
22 Sep 2001 20:22:11.00,273.319,-63.481,474.221357
22 Sep 2001 20:23:11.00,206.757,-42.820,645.031996
22 Sep 2001 20:23:13.32,205.877,-42.000,656.928089
22 Sep 2001 21:53:00.95,325.019,-42.000,656.928092
22 Sep 2001 21:54:00.00,264.290,-56.641,511.249146
22 Sep 2001 21:54:51.36,214.938,-42.000,656.928090
22 Sep 2001 23:24:38.01,337.783,-42.000,656.928087
22 Sep 2001 23:25:38.00,275.444,-66.570,461.498331
22 Sep 2001 23:26:38.00,203.420,-43.867,630.723927
22 Sep 2001 23:26:43.02,201.709,-42.000,656.928088
23 Sep 2001 00:56:27.24,7.229,-42.000,656.928087
23 Sep 2001 00:57:27.00,50.994,-78.805,429.517401
23 Sep 2001 00:58:27.00,169.861,-48.157,580.706736
23 Sep 2001 00:58:41.13,171.875,-42.000,656.928088
23 Sep 2001 02:29:11.09,60.077,-42.000,656.928089
23 Sep 2001 02:30:11.00,113.668,-43.181,639.992979
23 Sep 2001 02:30:17.63,118.776,-42.000,656.928088
23 Sep 2001 17:59:56.24,22.723,-42.000,656.928091
23 Sep 2001 18:00:56.00,84.121,-66.316,462.463596
23 Sep 2001 18:01:56.00,156.390,-44.031,628.557648
23 Sep 2001 18:02:01.48,158.282,-42.000,656.928092
23 Sep 2001 19:31:52.02,347.407,-42.000,656.928090
23 Sep 2001 19:32:52.00,291.196,-74.518,437.757473
23 Sep 2001 19:33:52.00,195.860,-46.776,595.446257
23 Sep 2001 19:34:03.47,193.254,-42.000,656.928091
23 Sep 2001 21:03:47.82,327.431,-42.000,656.928089
23 Sep 2001 21:04:47.00,266.201,-58.211,501.521643
23 Sep 2001 21:05:41.22,212.784,-42.000,656.928088
23 Sep 2001 22:35:29.90,328.384,-42.000,656.928087
23 Sep 2001 22:36:29.00,267.189,-59.066,496.553763
23 Sep 2001 22:37:24.80,211.352,-42.000,656.928087
24 Sep 2001 00:07:08.60,349.663,-42.000,656.928090
24 Sep 2001 00:08:08.00,300.654,-76.812,432.984888
24 Sep 2001 00:09:08.00,192.096,-47.783,584.583367
24 Sep 2001 00:09:21.45,189.635,-42.000,656.928087
24 Sep 2001 01:39:15.24,26.438,-42.000,656.928088
24 Sep 2001 01:40:15.00,88.425,-62.472,478.865864
24 Sep 2001 01:41:15.00,152.184,-42.307,652.398118
24 Sep 2001 01:41:15.89,152.529,-42.000,656.928088
24 Sep 2001 17:10:49.41,52.548,-42.000,656.928089
24 Sep 2001 17:11:49.00,108.993,-46.934,593.700496
24 Sep 2001 17:12:12.98,128.581,-42.000,656.928089
24 Sep 2001 18:42:32.02,4.374,-42.000,656.928087
24 Sep 2001 18:43:32.00,32.541,-81.473,425.818801
24 Sep 2001 18:44:32.00,175.390,-48.534,576.881617
24 Sep 2001 18:44:46.75,176.488,-42.000,656.928089
24 Sep 2001 20:14:30.26,336.039,-42.000,656.928087
24 Sep 2001 20:15:30.00,273.827,-64.694,468.963789
24 Sep 2001 20:16:30.00,205.589,-43.155,640.349355
24 Sep 2001 20:16:33.21,204.423,-42.000,656.928087
24 Sep 2001 21:46:20.46,324.946,-42.000,656.928087
24 Sep 2001 21:47:20.00,263.504,-56.545,511.869567
24 Sep 2001 21:48:10.74,215.046,-42.000,656.928089
24 Sep 2001 23:17:57.82,336.205,-42.000,656.928092
24 Sep 2001 23:18:57.00,275.280,-65.178,466.961052
24 Sep 2001 23:19:57.00,204.898,-43.599,634.297727
24 Sep 2001 23:20:01.38,203.319,-42.000,656.928092
25 Sep 2001 00:49:45.05,4.583,-42.000,656.928088
25 Sep 2001 00:50:45.00,38.417,-80.820,426.627154
25 Sep 2001 00:51:45.00,173.168,-48.441,577.821395
25 Sep 2001 00:51:59.60,174.545,-42.000,656.928092
25 Sep 2001 02:22:21.51,53.748,-42.000,656.928087
25 Sep 2001 02:23:21.00,109.298,-45.882,605.644629
25 Sep 2001 02:23:40.67,125.118,-42.000,656.928088
25 Sep 2001 17:53:15.38,26.049,-42.000,656.928088
25 Sep 2001 17:54:15.00,87.691,-63.591,473.729429
25 Sep 2001 17:55:15.00,154.037,-42.879,644.206202
25 Sep 2001 17:55:17.49,154.976,-42.000,656.928088
25 Sep 2001 19:25:10.25,349.484,-42.000,656.928089
25 Sep 2001 19:26:10.00,297.406,-76.232,434.110048
25 Sep 2001 19:27:10.00,193.700,-47.413,588.506241
25 Sep 2001 19:27:22.72,191.206,-42.000,656.928087
25 Sep 2001 20:57:06.67,328.268,-42.000,656.928090
25 Sep 2001 20:58:06.00,266.718,-58.789,498.137964
25 Sep 2001 20:59:01.10,211.981,-42.000,656.928092
25 Sep 2001 22:28:49.80,327.535,-42.000,656.928089
25 Sep 2001 22:29:49.00,266.250,-58.441,500.160536
25 Sep 2001 22:30:43.62,212.236,-42.000,656.928088
26 Sep 2001 00:00:27.79,347.585,-42.000,656.928087
26 Sep 2001 00:01:27.00,295.208,-74.973,436.740716
26 Sep 2001 00:02:27.00,194.499,-47.363,589.036434
26 Sep 2001 00:02:39.69,191.742,-42.000,656.928087
26 Sep 2001 01:32:31.10,23.069,-42.000,656.928087
26 Sep 2001 01:33:31.00,85.047,-65.199,466.876213
26 Sep 2001 01:34:31.00,154.447,-43.492,635.739268
26 Sep 2001 01:34:35.11,155.918,-42.000,656.928087
26 Sep 2001 17:04:11.90,58.456,-42.000,656.928089
26 Sep 2001 17:05:11.00,112.399,-44.415,623.593297
26 Sep 2001 17:05:24.06,122.686,-42.000,656.928087
26 Sep 2001 18:35:50.47,7.010,-42.000,656.928090
26 Sep 2001 18:36:50.00,46.001,-79.486,428.472409
26 Sep 2001 18:37:50.00,172.067,-48.446,577.762013
26 Sep 2001 18:38:04.66,173.877,-42.000,656.928091
26 Sep 2001 20:07:48.64,337.615,-42.000,656.928089
26 Sep 2001 20:08:48.00,276.504,-65.955,463.859370
26 Sep 2001 20:09:48.00,204.650,-43.867,630.722239
26 Sep 2001 20:09:53.05,202.880,-42.000,656.928090
26 Sep 2001 21:39:39.87,325.002,-42.000,656.928087
26 Sep 2001 21:40:39.00,264.165,-56.601,511.510701
26 Sep 2001 21:41:30.21,215.026,-42.000,656.928087
26 Sep 2001 23:11:17.69,334.714,-42.000,656.928088
26 Sep 2001 23:12:17.00,273.257,-63.965,472.078940
26 Sep 2001 23:13:17.00,205.879,-42.990,642.646216
26 Sep 2001 23:13:19.78,204.842,-42.000,656.928088

"Time (UTCG)","Azimuth (deg)","Elevation (deg)","Range (km)"
20 Sep 2001 04:07:36.58,16.912,-42.000,651.458196
20 Sep 2001 04:08:36.00,75.806,-72.287,439.711769
20 Sep 2001 04:09:36.00,163.582,-45.826,601.309133
20 Sep 2001 04:09:45.39,166.055,-42.000,651.458198
20 Sep 2001 18:14:17.70,351.847,-42.000,651.458197
20 Sep 2001 18:15:17.00,311.342,-79.650,424.829695
20 Sep 2001 18:16:17.00,186.810,-48.001,577.551014
20 Sep 2001 18:16:30.63,185.121,-42.000,651.458196
21 Sep 2001 04:50:35.36,313.020,-42.000,651.458196
21 Sep 2001 04:51:35.00,254.781,-48.532,572.185780
21 Sep 2001 04:52:04.32,230.089,-42.000,651.458200
21 Sep 2001 18:57:22.73,58.418,-42.000,651.458197
21 Sep 2001 18:58:22.00,112.637,-43.435,631.236991
21 Sep 2001 18:58:29.78,118.748,-42.000,651.458196
22 Sep 2001 04:00:59.62,26.382,-42.000,651.458202
22 Sep 2001 04:01:59.00,89.052,-64.118,467.642116
22 Sep 2001 04:02:59.00,155.906,-42.628,642.383052
22 Sep 2001 04:03:00.75,156.554,-42.000,651.458201
22 Sep 2001 18:07:38.06,342.471,-42.000,651.458197
22 Sep 2001 18:08:38.00,282.009,-71.859,440.855046
22 Sep 2001 18:09:38.00,196.849,-45.551,604.535188
22 Sep 2001 18:09:46.81,194.475,-42.000,651.458198
23 Sep 2001 04:43:42.94,325.646,-42.000,651.458198
23 Sep 2001 04:44:42.00,264.710,-56.001,511.297118
23 Sep 2001 04:45:31.64,217.446,-42.000,651.458196
23 Sep 2001 18:50:29.55,44.182,-42.000,651.458196
23 Sep 2001 18:51:29.00,103.564,-50.043,557.779101
23 Sep 2001 18:52:02.90,132.947,-42.000,651.458201
24 Sep 2001 03:54:25.03,36.536,-42.000,651.458196
24 Sep 2001 03:55:25.00,99.388,-56.449,508.365930
24 Sep 2001 03:56:14.28,146.368,-42.000,651.458198
24 Sep 2001 18:01:00.13,332.557,-42.000,651.458202
24 Sep 2001 18:02:00.00,269.313,-63.322,471.131217
24 Sep 2001 18:03:00.00,204.641,-42.255,647.724856
24 Sep 2001 18:03:00.73,204.367,-42.000,651.458201
25 Sep 2001 04:36:54.33,336.433,-42.000,651.458200
25 Sep 2001 04:37:54.00,273.597,-63.968,468.290292
25 Sep 2001 04:38:54.00,207.279,-42.614,642.587563
25 Sep 2001 04:38:55.72,206.641,-42.000,651.458200
25 Sep 2001 18:43:40.76,32.800,-42.000,651.458197
25 Sep 2001 18:44:40.00,94.723,-57.081,504.345669
25 Sep 2001 18:45:31.12,144.294,-42.000,651.458196
26 Sep 2001 03:47:53.52,48.025,-42.000,651.458200
26 Sep 2001 03:48:53.00,107.126,-49.515,562.679964
